"ID","Forest","NonForest"
54360,0.99,80.01
54361,36.45,44.55
54362,31.95,49.05
54363,41.13,39.87
54364,13.5,67.5
54365,8.01,72.99
54366,5.67,75.33
54367,8.91,72.09
54368,0,81
54369,16.11,64.89
54370,1.44,79.56
54371,31.41,49.59
54372,15.39,65.61
54373,23.49,57.51
54374,5.04,75.96
54375,12.96,68.04
54376,3.51,77.49
54377,3.33,77.67
54378,14.04,66.96
54379,28.44,52.56
54380,15.66,65.34
54381,0,81
54382,26.55,54.45
54383,22.41,58.59
54384,42.48,38.52
54385,24.39,56.61
54386,15.03,65.97
54387,8.28,72.72
54388,0,81
54389,25.29,55.71
54390,23.58,57.42
54391,44.28,36.72
54392,60.03,20.97
54393,39.69,41.31
54394,33.66,47.34
54395,6.84,74.16
54396,13.23,67.77
54397,18.36,62.64
54398,0.45,80.55
54399,2.07,78.93
54400,5.31,75.69
54401,35.28,45.72
54402,55.26,25.74
54403,58.95,22.05
54404,63.63,17.37
54405,61.83,19.17
54406,68.4,12.6
54407,41.85,39.15
54408,47.61,33.39
54409,42.39,38.61
54410,42.66,38.34
54411,19.62,61.38
54412,7.92,73.08
54413,2.88,78.12
54414,42.84,38.16
54415,68.49,12.51
54416,53.91,27.09
54417,43.38,37.62
54418,21.51,59.49
54419,51.84,29.16
54420,18.63,62.37
54421,44.64,36.36
54422,26.46,54.54
54423,38.25,42.75
54424,56.88,24.12
54425,23.58,57.42
54426,15.57,65.43
54427,30.78,50.22
54428,28.8,52.2
54429,22.86,58.14
54430,9.09,71.91
54431,38.52,42.48
54432,16.02,64.98
54433,9,72
54434,24.57,56.43
54435,1.17,79.83
54436,42.75,38.25
54437,0.09,80.91
54438,26.28,54.72
54439,16.11,64.89
54440,2.97,78.03
54441,13.32,67.68
54442,2.43,78.57
54443,5.31,75.69
54444,11.07,69.93
54445,1.71,79.29
54446,8.37,72.63
54447,31.77,49.23
54448,16.92,64.08
54449,7.83,73.17
54450,2.61,78.39
54451,0,81
54452,1.62,79.38
54453,4.95,76.05
54454,24.66,56.34
54455,34.11,46.89
54456,25.29,55.71
54457,14.85,66.15
54458,59.22,21.78
54459,61.83,19.17
54460,73.26,7.73999999999999
54461,50.13,30.87
54462,15.57,65.43
54463,30.78,50.22
54464,50.31,30.69
54465,64.71,16.29
54466,68.04,12.96
54467,64.44,16.56
54487,27.09,53.91
54488,64.62,16.38
54489,54.09,26.91
54490,53.55,27.45
54491,34.65,46.35
54492,33.21,47.79
54493,45.63,35.37
54494,42.75,38.25
54495,60.75,20.25
54496,33.39,47.61
54497,51.3,29.7
54498,78.48,2.52000000000001
54499,78.39,2.61000000000001
54500,76.5,4.50000000000001
54501,75.69,5.30999999999999
54502,72.45,8.55
54503,74.97,6.02999999999999
54504,77.4,3.60000000000001
54505,74.88,6.12
54506,65.97,15.03
54507,41.13,39.87
54508,45.81,35.19
54509,65.7,15.3
54510,46.71,34.29
54511,45.27,35.73
54512,56.61,24.39
54513,38.07,42.93
54514,52.56,28.44
54515,21.78,59.22
54516,18.09,62.91
54517,47.25,33.75
54518,54.45,26.55
54519,60.75,20.25
54520,59.58,21.42
54521,26.46,54.54
54522,7.02,73.98
54523,42.3,38.7
54524,26.82,54.18
54525,37.98,43.02
54526,22.23,58.77
54527,46.35,34.65
54528,16.29,64.71
54529,12.6,68.4
54530,17.46,63.54
54531,49.05,31.95
54532,50.76,30.24
54533,73.71,7.28999999999999
54534,72.36,8.63999999999999
54535,78.93,2.06999999999999
54536,63.63,17.37
54537,69.39,11.61
54538,71.91,9.09
54539,67.68,13.32
54540,53.82,27.18
54541,54.63,26.37
54542,76.59,4.41
54543,65.25,15.75
54544,67.77,13.23
54545,70.65,10.35
54546,75.69,5.31
54547,71.1,9.89999999999999
54548,77.22,3.78
54549,59.67,21.33
54550,66.42,14.58
54551,62.82,18.18
54552,62.82,18.18
54553,73.35,7.65000000000001
54554,55.35,25.65
54555,32.58,48.42
54556,56.79,24.21
54557,66.96,14.04
54558,67.23,13.77
54559,51.66,29.34
54560,71.1,9.90000000000001
54561,73.98,7.02000000000001
54562,64.71,16.29
54563,39.33,41.67
54564,66.15,14.85
54565,55.89,25.11
54566,62.64,18.36
54567,70.74,10.26
54568,15.93,65.07
54569,31.23,49.77
54570,40.86,40.14
54571,58.05,22.95
54572,34.65,46.35
54573,41.94,39.06
54574,32.85,48.15
54575,7.2,73.8
54576,8.73,72.27
54577,45.99,35.01
54578,73.26,7.74000000000001
54579,77.67,3.33
54580,78.3,2.69999999999999
54581,78.75,2.25
54582,77.94,3.06
54583,75.69,5.31000000000002
54584,77.04,3.96000000000001
54585,71.01,9.98999999999999
54586,71.46,9.54000000000001
54587,74.52,6.48
54588,71.73,9.27
54589,76.32,4.68000000000001
54590,70.02,10.98
54591,42.3,38.7
54592,73.26,7.74000000000001
54593,45.45,35.55
54594,67.14,13.86
54595,73.44,7.56
54596,77.31,3.69000000000001
54597,50.58,30.42
54598,43.47,37.53
54599,46.8,34.2
54600,44.01,36.99
54601,44.46,36.54
54602,57.78,23.22
54603,33.48,47.52
54604,29.7,51.3
54605,24.66,56.34
54606,52.38,28.62
54607,69.75,11.25
54608,50.49,30.51
54609,38.16,42.84
54610,61.02,19.98
54611,75.69,5.31
54612,38.7,42.3
54613,55.8,25.2
54614,75.51,5.48999999999999
54615,39.6,41.4
54616,59.94,21.06
54617,66.24,14.76
54618,45.18,35.82
54619,33.39,47.61
54620,37.89,43.11
54621,55.08,25.92
54622,39.42,41.58
54623,70.2,10.8
54624,35.64,45.36
54625,61.29,19.71
54626,24.21,56.79
54627,57.15,23.85
54628,69.84,11.16
54629,36.18,44.82
54630,30.87,50.13
54631,47.25,33.75
54632,31.95,49.05
54633,65.97,15.03
54634,69.57,11.43
54635,65.25,15.75
54636,78.93,2.06999999999999
54637,80.55,0.450000000000003
54638,79.38,1.62
54639,77.13,3.86999999999999
54640,63.72,17.28
54641,56.34,24.66
54642,77.67,3.33
54643,74.7,6.3
54644,77.94,3.06
54645,60.03,20.97
54646,72,9
54647,80.19,0.810000000000002
54648,68.13,12.87
54649,80.46,0.540000000000006
54650,80.82,0.180000000000007
54651,79.29,1.71000000000001
54652,79.38,1.62
54653,79.56,1.44
54654,78.84,2.16
54655,81,0
54656,79.92,1.08
54657,69.57,11.43
54658,17.91,63.09
54659,17.46,63.54
54660,16.56,64.44
54661,29.43,51.57
54662,73.98,7.02
54663,76.5,4.5
54664,75.78,5.21999999999998
54665,76.05,4.95000000000002
54666,66.6,14.4
54667,69.3,11.7
54668,61.2,19.8
54669,34.29,46.71
54670,23.4,57.6
54671,46.26,34.74
54672,39.96,41.04
54673,66.15,14.85
54674,75.24,5.76000000000002
54675,79.56,1.44000000000001
54676,53.28,27.72
54677,80.37,0.629999999999995
54678,80.73,0.27000000000001
54679,80.37,0.63000000000001
54680,80.46,0.540000000000006
54681,62.82,18.18
54682,55.35,25.65
54683,72.81,8.19000000000001
54684,79.56,1.44
54685,80.28,0.720000000000013
54686,80.46,0.540000000000006
54687,79.65,1.34999999999999
54688,79.65,1.35000000000001
54689,79.92,1.08
54690,80.19,0.810000000000002
54691,63.99,17.01
54692,75.96,5.04000000000001
54693,80.19,0.810000000000002
54694,65.34,15.66
54695,56.25,24.75
54696,67.59,13.41
54697,62.82,18.18
54698,65.07,15.93
54699,59.76,21.24
54700,77.67,3.33
54701,80.46,0.540000000000006
54702,55.44,25.56
54703,76.05,4.95
54704,72.9,8.09999999999999
54705,59.85,21.15
54706,69.21,11.79
54707,55.98,25.02
54708,60.66,20.34
54709,80.37,0.629999999999995
54710,72.54,8.46000000000001
54711,79.2,1.8
54712,31.5,49.5
54713,77.85,3.14999999999999
54714,79.11,1.89
54715,65.79,15.21
54716,72.9,8.09999999999999
54717,60.93,20.07
54718,58.32,22.68
54719,80.19,0.810000000000002
54720,74.97,6.02999999999999
54721,62.73,18.27
54722,78.84,2.16
54723,52.83,28.17
54724,78.93,2.07000000000001
54725,79.02,1.97999999999999
54726,52.92,28.08
54727,71.91,9.08999999999999
54728,78.39,2.61
54729,47.43,33.57
54730,48.42,32.58
54731,38.52,42.48
54732,28.26,52.74
54733,42.39,38.61
54734,52.29,28.71
54735,61.11,19.89
54736,55.35,25.65
54737,22.14,58.86
54738,37.98,43.02
54739,70.65,10.35
54740,39.6,41.4
54741,78.84,2.16
54742,76.05,4.94999999999999
54743,72.09,8.91
54744,78.93,2.06999999999998
54745,54.36,26.64
54746,78.39,2.60999999999999
54747,76.86,4.13999999999999
54748,68.49,12.51
54749,56.88,24.12
54750,43.65,37.35
54751,66.69,14.31
54752,64.98,16.02
54753,76.86,4.13999999999999
54754,78.48,2.52
54755,62.82,18.18
54756,78.21,2.78999999999999
54757,76.32,4.68000000000001
54758,75.06,5.94000000000001
54759,42.84,38.16
54760,43.92,37.08
54761,15.12,65.88
54762,54.45,26.55
54763,56.34,24.66
54764,41.49,39.51
54765,25.02,55.98
54766,57.06,23.94
54767,40.95,40.05
54768,69.93,11.07
54769,60.66,20.34
54770,25.47,55.53
54771,24.3,56.7
54772,65.25,15.75
54773,51.21,29.79
54774,24.48,56.52
54839,34.11,46.89
54840,27.36,53.64
54841,31.32,49.68
54842,24.03,56.97
54843,20.52,60.48
54844,8.55,72.45
54845,12.33,68.67
54846,11.7,69.3
54847,32.22,48.78
54848,58.5,22.5
54849,36.99,44.01
54850,30.6,50.4
54851,19.26,61.74
54852,9,72
54853,35.01,45.99
54854,17.28,63.72
54855,29.7,51.3
54856,30.78,50.22
54857,11.97,69.03
54858,23.94,57.06
54859,20.79,60.21
54860,11.7,69.3
54861,10.26,70.74
54862,13.23,67.77
54863,38.61,42.39
54864,33.66,47.34
54865,40.5,40.5
54866,23.22,57.78
54867,40.59,40.41
54868,33.93,47.07
54869,45.09,35.91
54870,40.86,40.14
54871,24.12,56.88
54872,0,81
54873,20.79,60.21
54874,36.72,44.28
54875,41.31,39.69
54876,47.34,33.66
54877,59.22,21.78
54878,31.59,49.41
54879,47.52,33.48
54880,24.57,56.43
54881,23.13,57.87
54882,19.35,61.65
54883,43.29,37.71
54884,29.79,51.21
54885,29.61,51.39
54886,29.34,51.66
54887,41.49,39.51
54888,13.32,67.68
54889,20.79,60.21
54890,4.77,76.23
54891,29.7,51.3
54892,34.2,46.8
54893,35.82,45.18
54894,47.97,33.03
54895,26.82,54.18
54896,28.08,52.92
54897,29.61,51.39
54898,33.3,47.7
54899,24.3,56.7
54900,49.32,31.68
54901,31.77,49.23
54902,36.99,44.01
54903,27,54
54904,12.42,68.58
54905,38.07,42.93
54906,36.9,44.1
54907,49.86,31.14
54908,19.62,61.38
54909,30.78,50.22
54910,12.96,68.04
54911,19.71,61.29
54912,40.05,40.95
54913,38.25,42.75
54914,37.44,43.56
54915,41.85,39.15
54916,28.44,52.56
54917,33.21,47.79
54918,28.26,52.74
54919,20.52,60.48
54920,19.8,61.2
54921,19.44,61.56
54922,10.35,70.65
54923,5.85,75.15
54924,30.96,50.04
54925,29.07,51.93
54926,61.47,19.53
54927,20.34,60.66
54928,22.68,58.32
54929,24.48,56.52
54930,22.41,58.59
54931,39.15,41.85
54932,47.79,33.21
54933,18.81,62.19
54934,13.23,67.77
54935,31.68,49.32
54936,6.12,74.88
54937,15.3,65.7
54938,46.35,34.65
54939,34.65,46.35
54940,20.88,60.12
54941,43.11,37.89
54942,35.55,45.45
54943,18,63
54944,27.18,53.82
54945,45.18,35.82
54946,49.23,31.77
54947,23.4,57.6
54948,27.54,53.46
54949,35.19,45.81
54950,21.42,59.58
54951,23.04,57.96
54952,33.93,47.07
54953,26.82,54.18
54954,33.3,47.7
54955,7.65,73.35
54956,21.15,59.85
54957,47.16,33.84
54958,30.24,50.76
54959,31.14,49.86
54960,36.99,44.01
54961,30.15,50.85
54962,32.76,48.24
54963,40.14,40.86
54964,36.54,44.46
54965,39.96,41.04
54966,12.33,68.67
54967,11.34,69.66
54968,9.27,71.73
54969,8.73,72.27
54970,13.05,67.95
54971,37.98,43.02
54972,17.28,63.72
54973,19.44,61.56
54974,21.06,59.94
54975,34.02,46.98
54976,11.25,69.75
54977,17.64,63.36
54978,28.44,52.56
54979,7.02,73.98
54980,1.98,79.02
54981,3.33,77.67
54982,12.96,68.04
54983,9,72
54984,26.01,54.99
54985,10.17,70.83
54986,44.46,36.54
54987,0,81
54988,13.32,67.68
54989,0,81
54990,10.62,70.38
54991,3.96,77.04
54992,9.9,71.1
54993,0,81
54994,0,81
54995,4.59,76.41
54996,20.97,60.03
54997,11.97,69.03
54998,20.43,60.57
54999,13.95,67.05
55000,8.46,72.54
55001,21.42,59.58
55002,12.78,68.22
55003,0,81
55004,0,81
55005,11.7,69.3
55006,31.59,49.41
55007,8.46,72.54
55008,13.23,67.77
55009,16.92,64.08
55010,19.17,61.83
55011,15.57,65.43
55012,5.49,75.51
55013,2.52,78.48
55014,15.12,65.88
55015,39.51,41.49
55016,17.28,63.72
55017,40.41,40.59
55018,41.67,39.33
55019,22.23,58.77
55020,27.45,53.55
55021,4.32,76.68
55022,36.9,44.1
55023,36,45
55024,56.34,24.66
55025,52.29,28.71
55026,27.18,53.82
55027,72.36,8.64
55028,65.25,15.75
55029,22.68,58.32
55030,25.38,55.62
55031,57.42,23.58
55032,61.74,19.26
55033,56.7,24.3
55034,23.4,57.6
55035,5.31,75.69
55036,27.09,53.91
55037,23.67,57.33
55038,19.08,61.92
55039,62.91,18.09
55040,22.05,58.95
55041,55.17,25.83
55042,56.07,24.93
55043,51.84,29.16
55044,69.03,11.97
55045,76.14,4.86
55046,68.58,12.42
55047,38.52,42.48
55048,51.03,29.97
55049,13.32,67.68
55050,31.95,49.05
55051,19.44,61.56
55052,32.76,48.24
55053,40.41,40.59
55054,28.98,52.02
55055,0.9,80.1
55056,0,81
55057,12.69,68.31
55058,35.91,45.09
55059,24.03,56.97
55060,1.8,79.2
55061,0.54,80.46
55062,11.88,69.12
55063,6.66,74.34
55064,8.73,72.27
55065,0,81
55066,8.73,72.27
55067,0.27,80.73
55068,2.25,78.75
55069,2.25,78.75
55070,0,81
55071,12.42,68.58
55072,8.64,72.36
55073,5.58,75.42
55074,11.25,69.75
55075,32.94,48.06
55076,0,81
55077,37.26,43.74
55078,16.11,64.89
55079,6.3,74.7
55080,30.42,50.58
55081,56.79,24.21
55082,18.45,62.55
55083,33.21,47.79
55084,50.22,30.78
55085,45.72,35.28
55086,13.23,67.77
55087,8.55,72.45
55088,58.5,22.5
55089,77.04,3.96000000000001
55090,76.77,4.22999999999999
55102,7.38,73.62
55103,30.69,50.31
55104,39.69,41.31
55109,17.73,63.27
55110,50.58,30.42
55111,49.41,31.59
55112,53.46,27.54
55113,50.13,30.87
55114,49.41,31.59
55115,32.31,48.69
55116,46.53,34.47
55117,70.11,10.89
55118,40.86,40.14
55119,54.63,26.37
55120,74.79,6.20999999999999
55121,74.16,6.84
55122,71.37,9.63
55123,74.97,6.03000000000002
55124,75.42,5.58000000000001
55125,77.31,3.69000000000001
55126,76.77,4.22999999999999
55127,75.87,5.13
55128,78.66,2.34
55129,79.29,1.71000000000001
55130,62.28,18.72
55131,44.1,36.9
55132,59.22,21.78
55133,40.05,40.95
55134,45.27,35.73
55135,77.4,3.60000000000001
55136,76.68,4.31999999999999
55137,73.08,7.91999999999999
55138,73.35,7.64999999999999
55139,56.25,24.75
55140,26.28,54.72
55141,29.34,51.66
55142,49.59,31.41
55143,55.44,25.56
55144,26.37,54.63
55145,41.49,39.51
55146,77.13,3.87
55147,42.39,38.61
55148,19.35,61.65
55149,21.78,59.22
55150,21.42,59.58
55151,10.53,70.47
55152,1.71,79.29
55153,19.8,61.2
55154,17.82,63.18
55155,42.03,38.97
55156,56.25,24.75
55157,75.51,5.49000000000001
55158,56.07,24.93
55159,69.21,11.79
55160,74.43,6.57000000000001
55161,75.06,5.94
55162,74.61,6.39
55163,63.9,17.1
55164,63.36,17.64
55165,71.19,9.81000000000002
55166,74.79,6.20999999999999
55167,62.46,18.54
55168,72.27,8.73
55169,77.31,3.69000000000001
55170,70.29,10.71
55171,66.96,14.04
55172,60.21,20.79
55173,42.03,38.97
55174,57.87,23.13
55175,54.18,26.82
55176,76.14,4.86
55177,67.95,13.05
55178,65.7,15.3
55179,69.03,11.97
55180,57.96,23.04
55181,57.87,23.13
55182,69.12,11.88
55183,76.95,4.05000000000001
55184,78.21,2.78999999999999
55185,72.54,8.46000000000001
55186,62.91,18.09
55187,60.03,20.97
55188,51.57,29.43
55189,55.62,25.38
55190,30.6,50.4
55191,52.11,28.89
55192,37.8,43.2
55193,42.93,38.07
55194,60.84,20.16
55195,70.83,10.17
55196,57.69,23.31
55197,55.08,25.92
55198,46.8,34.2
55199,49.95,31.05
55200,39.6,41.4
55201,54,27
55202,70.11,10.89
55203,77.22,3.78
55204,77.85,3.15000000000002
55205,70.38,10.62
55206,66.42,14.58
55207,65.79,15.21
55208,74.97,6.03
55209,71.55,9.44999999999999
55210,78.66,2.34
55211,69.66,11.34
55212,76.23,4.77
55213,78.57,2.43000000000001
55214,68.22,12.78
55215,75.96,5.03999999999999
55216,72.63,8.37
55217,27.18,53.82
55218,51.66,29.34
55219,74.34,6.66000000000001
55220,49.41,31.59
55221,67.86,13.14
55222,70.65,10.35
55223,75.06,5.94
55224,68.22,12.78
55225,57.69,23.31
55226,52.47,28.53
55227,39.51,41.49
55228,34.38,46.62
55229,62.91,18.09
55230,22.68,58.32
55231,24.39,56.61
55232,19.62,61.38
55233,55.98,25.02
55234,38.07,42.93
55235,69.75,11.25
55236,78.21,2.79000000000001
55237,62.91,18.09
55238,24.39,56.61
55239,45.99,35.01
55240,61.2,19.8
55241,78.93,2.07000000000001
55242,60.3,20.7
55243,51.66,29.34
55244,55.17,25.83
55245,34.56,46.44
55246,44.82,36.18
55247,25.29,55.71
55248,46.89,34.11
55249,33.21,47.79
55250,44.01,36.99
55251,56.7,24.3
55252,30.87,50.13
55253,43.83,37.17
55254,43.11,37.89
55255,57.42,23.58
55256,69.3,11.7
55257,69.75,11.25
55258,51.48,29.52
55259,80.01,0.989999999999995
55260,80.1,0.900000000000006
55261,80.19,0.810000000000002
55262,76.32,4.67999999999999
55263,81,0
55264,55.53,25.47
55265,60.03,20.97
55266,80.91,0.0900000000000034
55267,69.21,11.79
55268,72.99,8.00999999999999
55269,78.75,2.25
55270,80.37,0.629999999999995
55271,79.02,1.98
55272,79.47,1.53
55273,80.01,0.990000000000009
55274,75.78,5.22
55275,75.69,5.31
55276,79.74,1.25999999999999
55277,80.73,0.269999999999996
55278,79.02,1.98000000000002
55279,74.07,6.93000000000001
55280,51.84,29.16
55281,35.01,45.99
55282,28.53,52.47
55283,36.18,44.82
55284,34.83,46.17
55285,77.58,3.42
55286,76.86,4.14000000000001
55287,77.67,3.33000000000001
55288,76.05,4.95000000000002
55289,74.34,6.66
55290,60.12,20.88
55291,58.86,22.14
55292,35.55,45.45
55293,35.46,45.54
55294,70.11,10.89
55295,70.74,10.26
55296,73.62,7.38
55297,75.06,5.94
55298,79.38,1.62000000000002
55299,71.19,9.81
55300,80.37,0.629999999999995
55301,79.92,1.08000000000001
55302,79.56,1.44000000000001
55303,62.64,18.36
55304,68.85,12.15
55305,76.5,4.50000000000001
55306,79.65,1.35000000000001
55307,77.85,3.15000000000001
55308,79.02,1.98000000000002
55309,74.97,6.03
55310,70.47,10.53
55311,43.83,37.17
55312,65.97,15.03
55313,54,27
55314,49.68,31.32
55315,80.1,0.900000000000006
55316,80.19,0.810000000000002
55317,73.53,7.47
55318,77.58,3.42000000000002
55319,78.39,2.60999999999999
55320,73.17,7.83
55321,70.29,10.71
55322,80.28,0.719999999999999
55323,75.96,5.04000000000001
55324,73.08,7.92
55325,61.56,19.44
55326,57.87,23.13
55327,67.95,13.05
55328,71.1,9.90000000000001
55329,79.38,1.62
55330,72.63,8.36999999999999
55331,53.01,27.99
55332,78.3,2.7
55333,77.76,3.23999999999999
55334,55.62,25.38
55335,52.02,28.98
55336,76.41,4.58999999999999
55337,79.38,1.62
55338,49.86,31.14
55339,40.14,40.86
55340,51.93,29.07
55341,44.55,36.45
55342,80.1,0.900000000000006
55343,79.2,1.79999999999998
55344,59.04,21.96
55345,79.11,1.88999999999999
55346,62.28,18.72
55347,79.47,1.52999999999999
55348,76.77,4.23
55349,40.23,40.77
55350,61.02,19.98
55351,79.2,1.79999999999998
55352,49.14,31.86
55353,65.88,15.12
55354,57.33,23.67
55355,64.8,16.2
55356,56.43,24.57
55357,73.17,7.82999999999998
55358,68.85,12.15
55359,71.19,9.81
55360,20.97,60.03
55361,74.34,6.66
55362,59.49,21.51
55363,79.29,1.70999999999999
55364,79.2,1.8
55365,78.48,2.52
55366,73.53,7.47
55367,77.31,3.69
55368,38.25,42.75
55369,74.97,6.03
55370,78.39,2.61
55371,79.02,1.97999999999999
55372,70.83,10.17
55373,54.36,26.64
55374,72.99,8.01000000000001
55375,78.21,2.78999999999999
55376,55.53,25.47
55377,78.21,2.78999999999999
55378,53.37,27.63
55379,76.95,4.05
55380,69.12,11.88
55381,52.02,28.98
55382,51.12,29.88
55383,37.98,43.02
55384,62.91,18.09
55385,51.12,29.88
55386,68.85,12.15
55387,40.59,40.41
55388,20.34,60.66
55389,75.96,5.03999999999999
55390,77.13,3.87
55391,77.49,3.50999999999999
55392,62.91,18.09
55393,63.54,17.46
55394,24.03,56.97
55395,16.74,64.26
55396,9.99,71.01
55397,0,81
55461,0,81
55462,42.12,38.88
55463,43.65,37.35
55464,44.28,36.72
55465,29.79,51.21
55466,28.35,52.65
55467,28.98,52.02
55468,19.26,61.74
55469,8.28,72.72
55470,17.46,63.54
55471,29.79,51.21
55472,19.89,61.11
55473,29.7,51.3
55474,4.95,76.05
55475,18.81,62.19
55476,29.61,51.39
55477,13.32,67.68
55478,14.31,66.69
55479,27.18,53.82
55480,49.86,31.14
55481,43.02,37.98
55482,24.03,56.97
55483,32.85,48.15
55484,27,54
55485,5.94,75.06
55486,17.46,63.54
55487,25.83,55.17
55488,21.78,59.22
55489,43.11,37.89
55490,20.52,60.48
55491,39.78,41.22
55492,56.52,24.48
55493,38.16,42.84
55494,31.05,49.95
55495,1.08,79.92
55496,12.6,68.4
55497,41.67,39.33
55498,30.42,50.58
55499,46.98,34.02
55500,41.13,39.87
55501,35.19,45.81
55502,47.97,33.03
55503,31.41,49.59
55504,51.84,29.16
55505,34.56,46.44
55506,43.38,37.62
55507,37.53,43.47
55508,28.08,52.92
55509,29.88,51.12
55510,37.98,43.02
55511,29.88,51.12
55512,33.12,47.88
55513,23.85,57.15
55514,35.91,45.09
55515,46.08,34.92
55516,25.38,55.62
55517,31.32,49.68
55518,49.59,31.41
55519,19.71,61.29
55520,36.18,44.82
55521,26.28,54.72
55522,29.97,51.03
55523,33.93,47.07
55524,26.28,54.72
55525,20.34,60.66
55526,23.67,57.33
55527,14.13,66.87
55528,9.54,71.46
55529,41.76,39.24
55530,48.24,32.76
55531,41.13,39.87
55532,45.27,35.73
55533,43.02,37.98
55534,33.75,47.25
55535,36,45
55536,36.27,44.73
55537,52.29,28.71
55538,31.86,49.14
55539,39.96,41.04
55540,27.81,53.19
55541,13.05,67.95
55542,18.09,62.91
55543,27.72,53.28
55544,28.71,52.29
55545,30.96,50.04
55546,23.31,57.69
55547,57.42,23.58
55548,50.13,30.87
55549,28.71,52.29
55550,21.15,59.85
55551,35.19,45.81
55552,34.92,46.08
55553,4.14,76.86
55554,34.29,46.71
55555,26.1,54.9
55556,27.63,53.37
55557,25.02,55.98
55558,11.43,69.57
55559,4.5,76.5
55560,1.98,79.02
55561,27.09,53.91
55562,32.04,48.96
55563,8.82,72.18
55564,35.73,45.27
55565,36,45
55566,33.84,47.16
55567,51.84,29.16
55568,36.27,44.73
55569,55.71,25.29
55570,44.82,36.18
55571,29.79,51.21
55572,14.58,66.42
55573,12.15,68.85
55574,18.72,62.28
55575,10.17,70.83
55576,4.05,76.95
55577,24.75,56.25
55578,18.54,62.46
55579,34.56,46.44
55580,27.9,53.1
55581,27.18,53.82
55582,38.16,42.84
55583,36.72,44.28
55584,32.67,48.33
55585,30.6,50.4
55586,33.39,47.61
55587,31.86,49.14
55588,14.13,66.87
55589,0,81
55590,17.73,63.27
55591,11.52,69.48
55592,28.35,52.65
55593,13.32,67.68
55594,23.31,57.69
55595,8.64,72.36
55596,22.68,58.32
55597,25.83,55.17
55598,29.34,51.66
55599,14.13,66.87
55600,25.29,55.71
55601,24.39,56.61
55602,4.32,76.68
55603,0,81
55604,6.75,74.25
55605,9.27,71.73
55606,0,81
55607,12.15,68.85
55608,9.18,71.82
55609,24.57,56.43
55610,54.99,26.01
55611,38.7,42.3
55612,0,81
55613,8.91,72.09
55614,34.56,46.44
55615,1.89,79.11
55616,24.39,56.61
55617,65.07,15.93
55618,17.1,63.9
55619,21.78,59.22
55620,16.56,64.44
55621,8.91,72.09
55622,4.41,76.59
55623,8.55,72.45
55624,0,81
55625,36.63,44.37
55626,10.89,70.11
55627,17.82,63.18
55628,16.74,64.26
55629,55.08,25.92
55630,3.33,77.67
55631,2.52,78.48
55632,6.93,74.07
55633,15.57,65.43
55634,47.7,33.3
55635,1.62,79.38
55636,0.63,80.37
55637,3.51,77.49
55638,18.54,62.46
55639,13.05,67.95
55640,28.35,52.65
55641,38.07,42.93
55642,52.38,28.62
55643,35.82,45.18
55644,30.87,50.13
55645,27.54,53.46
55646,45.9,35.1
55647,56.34,24.66
55648,60.57,20.43
55649,60.39,20.61
55650,54.27,26.73
55651,70.65,10.35
55652,67.41,13.59
55653,29.52,51.48
55654,23.04,57.96
55655,26.19,54.81
55656,39.51,41.49
55657,48.15,32.85
55658,26.46,54.54
55659,35.46,45.54
55660,19.89,61.11
55661,43.83,37.17
55662,76.41,4.59
55663,24.12,56.88
55664,35.46,45.54
55665,70.92,10.08
55666,69.57,11.43
55667,64.62,16.38
55668,77.13,3.87
55669,43.92,37.08
55670,45.72,35.28
55671,51.84,29.16
55672,57.33,23.67
55673,5.4,75.6
55674,15.12,65.88
55675,15.3,65.7
55676,14.4,66.6
55677,58.23,22.77
55678,8.91,72.09
55679,0,81
55680,18.63,62.37
55681,17.73,63.27
55682,17.1,63.9
55683,3.33,77.67
55684,0,81
55685,29.07,51.93
55686,26.19,54.81
55687,0,81
55688,5.49,75.51
55689,1.35,79.65
55690,8.73,72.27
55691,0,81
55692,8.55,72.45
55693,0,81
55694,4.95,76.05
55695,10.71,70.29
55696,24.57,56.43
55697,0,81
55698,14.31,66.69
55699,0,81
55700,5.31,75.69
55701,17.1,63.9
55702,5.85,75.15
55703,8.46,72.54
55704,23.04,57.96
55705,4.05,76.95
55706,22.5,58.5
55707,45.45,35.55
55708,4.68,76.32
55709,4.23,76.77
55710,26.64,54.36
55711,76.41,4.59
55712,73.8,7.2
55713,65.79,15.21
55714,0,81
55722,26.19,54.81
55723,23.31,57.69
55724,30.69,50.31
55725,70.56,10.44
55726,69.21,11.79
55727,71.01,9.98999999999999
55728,20.61,60.39
55729,36,45
55730,32.4,48.6
55731,33.75,47.25
55732,36,45
55733,64.62,16.38
55734,41.04,39.96
55735,68.67,12.33
55736,57.87,23.13
55737,59.85,21.15
55738,25.02,55.98
55739,51.66,29.34
55740,69.48,11.52
55741,73.26,7.74000000000001
55742,74.07,6.93000000000001
55743,74.88,6.11999999999999
55744,75.96,5.04000000000001
55745,72.99,8.01000000000001
55746,74.88,6.12
55747,77.94,3.06
55748,79.56,1.44000000000001
55749,77.58,3.42000000000002
55750,79.56,1.44000000000001
55751,67.77,13.23
55752,67.95,13.05
55753,78.66,2.34
55754,55.71,25.29
55755,54.36,26.64
55756,55.08,25.92
55757,57.15,23.85
55758,79.11,1.89
55759,76.32,4.67999999999999
55760,78.12,2.88
